"Event ID","Event Name","Category","Topic","Code","Attendees","Waitlisted","Starts On","Status","Ends On",
"10475","Teen Acting Intensive - June 25 - July 6, 2018","Children's Theater","","2019-04","6","0","07/02/2018","INACTIVE","07/02/2018",
"10340","Afternoon Arts-Week 2.Animals! July 2-July 6, 2018","Children's Art Classes","","2019-05 B","7","0","07/02/2018","INACTIVE","07/02/2018",
"10469","BollyX - 3 Class Series 7pm-8pm, Thursday, June 28th","Bollywood & BollyX","","1018-46","8","0","06/28/2018","INACTIVE","06/28/2018",
"10309","Youth Summer Theater (Ages 8-12)  Peter Pan.  June 25-July 21, 2018 *Class is Full*","Children's Theater","","2019-01","32","0","06/25/2018","INACTIVE","06/25/2018",
"10310","Children's Summer Theater-(Ages 5-7) Giants Come In Different Sizes. June 25-July 6, 2018","Children's Theater","","2019-02","7","0","06/25/2018","INACTIVE","06/25/2018",
"10304","Afternoon Arts-Week 1. Fun at the Circus!- June 25-June 29, 2018","Children's Art Classes","","2019-05 A","13","0","06/25/2018","INACTIVE","06/25/2018",
"10401","Year-end Dance Showcase 2018 *Create!* June 16th, 4pm and 7pm","Dance Performances","","6018-12","388","0","06/16/2018","INACTIVE","06/16/2018",
"10402","The Falling and the Rising - A New American Opera - Free Event Friday, June 15th, 6-8pm","Opera Performances","","","7","0","06/15/2018","INACTIVE","06/15/2018",
"10381","Music from Salem - Emerging Artists Cello Workshop Concert - June 10th at 4pm","Music from Salem Performances","","5018-08","8","0","06/10/2018","INACTIVE","06/10/2018",
"9414","Tai Ji & Qi Gong, Beginner,  Thursdays  Feb.8 - June 21, 2018","Martial Arts ","","1118-12","17","0","06/07/2018","INACTIVE","06/07/2018",
"9339","Pre-Ballet, Ages 3-4, Thursdays   Feb.8 - Jun 14, 2018","Ballet","","1018-37","7","0","06/07/2018","INACTIVE","06/07/2018",
"9344","Intro to Ballet, Ages 5-6, Thursdays   Feb.8 - Jun.14, 2018","Ballet","","1018-38","19","0","06/07/2018","INACTIVE","06/07/2018",
"9494","Creative Movement: Session 3, May 17 - Jun.21, 2018 CANCELLED","Workshops - Children","","1018-34 A -B & C","0","0","06/07/2018","INACTIVE","06/07/2018",
"9374","Bollywood Dance for Continuing Students, Thursdays  Feb.8 - Jun.14, 2018","Bollywood & BollyX","","1018-40","9","0","06/07/2018","INACTIVE","06/07/2018",
"9349","Beginning Ballet, Ages 7-9,  Thursdays  Feb.8 - Jun.14, 2018","Ballet","","1018-39","16","0","06/07/2018","INACTIVE","06/07/2018",
"9369","Ballet & Tap, Ages 4-5, Thursdays   Feb.8 - Jun.14, 2018","Ballet","","1018-36","3","0","06/07/2018","INACTIVE","06/07/2018",
"9449","Yoga: Wednesday Alignment Centered Hatha Yoga, Wednesdays  Feb.7 - June 20, 2018","Pilates/Yoga","","1418-11","17","0","06/06/2018","INACTIVE","06/06/2018",
"9354","Hip Hop for Ages 8-12, Wednesdays  Feb.7 - Jun.13, 2018","Hip Hop ","","1018-32","19","0","06/06/2018","INACTIVE","06/06/2018",
"9324","Beginner Irish Step Dance, Wednesdays   Feb.7 - Jun.13, 2018","Irish Step Dance","","1018-30","10","0","06/06/2018","INACTIVE","06/06/2018",
"9509","Adult Irish Dance, Wednesdays  Feb.7 - Jun.13, 2018","Irish Step Dance","","1018-31","6","0","06/06/2018","INACTIVE","06/06/2018",
"9444","Yoga: Gentle Evening Yoga, Tuesdays   Feb.6 - June 19, 2018","Pilates/Yoga","","1418-12","39","0","06/05/2018","INACTIVE","06/05/2018",
"9424","Karate 1 & 2, Ages 5-8, Tuesday  Feb.6 - June 19, 2018","Martial Arts Karate","","1118-13","6","0","06/05/2018","INACTIVE","06/05/2018",
"9419","Continuing Tai Ji, Tuesdays  Feb.6 - June 19, 2018","Martial Arts ","","1118-11","8","0","06/05/2018","INACTIVE","06/05/2018",
"9334","Pre-Pointe/Beginning Pointe, Mondays  Feb.5 - Jun.11, 2018","Ballet","","1018-29","4","0","06/04/2018","INACTIVE","06/04/2018",
"9329","Advanced Beginning Ballet, Mondays  Feb.5 - Jun.11, 2018","Ballet","","1018-28","7","0","06/04/2018","INACTIVE","06/04/2018",
"10376","Music from Salem - Emerging Artists Viola & Violin Workshop Concert - June 3rd at 4pm","Music from Salem Performances","","5018-07","5","0","06/03/2018","INACTIVE","06/03/2018",
"9474","Saturday Morning Arts, Spring Session, April 21 - June 9, 2018","Visual Arts ","","1318-03","9","0","06/02/2018","INACTIVE","06/02/2018",
"9439","Yoga: Supported Yoga, Fridays   Feb.9 - June 22, 2018","Pilates/Yoga","","1418-14","11","0","06/01/2018","INACTIVE","06/01/2018",
"9454","Yoga: Open Yoga, All Levels, Fridays   Feb.9 - June 22, 2018","Pilates/Yoga","","1418-15","8","0","06/01/2018","INACTIVE","06/01/2018",
"9394","Irish Step Dance 6, Fridays  Feb.9 - Jun.15, 2018","Irish Step Dance","","1018-43","9","0","06/01/2018","INACTIVE","06/01/2018",
"9389","Intermediate Irish Dance, Fridays   Feb.9 - Jun.15, 2018","Irish Step Dance","","1018-44","7","0","06/01/2018","INACTIVE","06/01/2018",
"9384","Advanced Irish Dance, Fridays   Feb.9 - Jun.15, 2018","Irish Step Dance","","1018-45","10","0","06/01/2018","INACTIVE","06/01/2018",
"9399","Advanced Beginner Irish Step 3,  Fridays  Feb.9 - Jun.15, 2018","Irish Step Dance","","1018-42","10","0","06/01/2018","INACTIVE","06/01/2018",
"9404","Advanced Beginner Irish Step 2,  Fridays  Feb.9 - Jun.15, 2018","Irish Step Dance","","1018-41","6","0","06/01/2018","INACTIVE","06/01/2018",
"9514","Essentrics Apprentice Class - Fridays thru May","Pilates/Yoga","","1418-13","14","0","05/25/2018","INACTIVE","05/25/2018",
"10370","Pajama Gala for the Kids! - May 19th, 2018. 5:30pm-9:00pm","Fundraising Events","","7018-08","4","0","05/19/2018","INACTIVE","05/19/2018",
"9184","Hubbard Hall 40th Anniversary Gala. May 19,2018 - 7pm","Fundraising Events","","7018-08","138","0","05/19/2018","INACTIVE","05/19/2018",
"9209","Hubbard Hall Youth Chorale Spring Sing 2018 - Postponed","Chorale","","","0","0","05/12/2018","INACTIVE","05/12/2018",
"9204","Hubbard Hall Youth Chorale Spring Sing 2018 - Postponed","Chorale","","","0","0","05/11/2018","INACTIVE","05/11/2018",
"9504","BollyX: Bollywood Dance Fitness Session 3, Apr.15 - May 20, 2018","Bollywood & BollyX","","1018-46c","5","0","05/06/2018","INACTIVE","05/06/2018",
"9484","Dance Mob Video Instruction, ages 10 to adult (Spring 2018)","Dance Workshops","","1018-48","12","0","05/05/2018","INACTIVE","05/05/2018",
"10371","Classical Indian Dance Class Mar.18 - April 29, 2018","Bollywood & BollyX","","1018-49","29","0","04/29/2018","INACTIVE","04/29/2018",
"10051","CCS Drama Club Musical - THE SOUND OF MUSIC- Sun April 29, 2pm *SOLD OUT*","Theater Performances","","3018-06","124","0","04/29/2018","INACTIVE","04/29/2018",
"10056","CCS Drama Club Musical - THE SOUND OF MUSIC- Sat. April 28, 7pm *SOLD OUT*","Theater Performances","","3018-06","125","0","04/28/2018","INACTIVE","04/28/2018",
"9174","Annual Hubbard Hall Perennial Sale April 28, 2018 - 9am till Noon - See You Next Year!","Home & Garden","","7018-07","9","0","04/28/2018","INACTIVE","04/28/2018",
"10061","CCS Drama Club Musical - THE SOUND OF MUSIC- Fri. April 27, 7pm *SOLD OUT*","Theater Performances","","3018-06","130","0","04/27/2018","INACTIVE","04/27/2018",
"10046","CCS Drama Club Musical - THE SOUND OF MUSIC- Sun April 22, 2pm","Theater Performances","","3018-06","82","0","04/22/2018","INACTIVE","04/22/2018",
"10041","CCS Drama Club Musical - THE SOUND OF MUSIC- Sat. April 21, 7pm *SOLD OUT*","Theater Performances","","3018-06","124","0","04/21/2018","INACTIVE","04/21/2018",
"9004","CCS Drama Club Musical - THE SOUND OF MUSIC- Opening Night April 20, 7pm","Theater Performances","","3018-06","83","0","04/20/2018","INACTIVE","04/20/2018",
"9489","Creative Movement: Session 2, Thursdays Mar.29 - May 10  CANCELLED","Workshops - Children","","1018-34","0","0","04/12/2018","INACTIVE","04/12/2018",
"9469","Acting Fundamentals, Ages 8-13 Spring Session, Apr.12 - May 17, 2018 - CANCELLED","Theater/Acting Classes ","","2018-13 B","2","0","04/12/2018","INACTIVE","04/12/2018",
"9429","Karate Fitness, Tuesday  Feb.6 - June 19, 2018 - CANCELLED","Martial Arts Karate","","1118-15","0","0","04/10/2018","INACTIVE","04/10/2018",
"10066","Music from Salem - Spring  Concert - Sun.April 8, 2018 at 4pm","Music from Salem Performances","","5018-06","32","0","04/08/2018","INACTIVE","04/08/2018",
"9499","BollyX: Bollywood Dance Fitness Session 2,  Sundays  Feb.25 - Apr.8, 2018","Bollywood & BollyX","","1018-46b","12","0","04/08/2018","INACTIVE","04/08/2018",
"9149","Cambridge Central School Drama Club Musical - Sat.Mar.24 CANCELLED Dates Changed","Theater Performances","","","1","0","03/24/2018","INACTIVE","03/24/2018",
"10299","Annual Irish Dance Ceili -  Monday, March 12, 2018 at 7pm *New Date*","Dance Performances","","7018-00","2","0","03/12/2018","INACTIVE","03/12/2018",
"9129","The Velocity of Autumn - Sun.Mar.11.2pm","Theater Performances","","","33","0","03/11/2018","INACTIVE","03/11/2018",
"9124","The Velocity of Autumn - Sat.Mar.10.7:30pm","Theater Performances","","","55","0","03/10/2018","INACTIVE","03/10/2018",
"9119","The Velocity of Autumn - Sat.Mar.10.2pm","Theater Performances","","","39","0","03/10/2018","INACTIVE","03/10/2018",
"9114","The Velocity of Autumn - Fri.Mar.9.7:30pm","Theater Performances","","","53","0","03/09/2018","INACTIVE","03/09/2018",
"9109","The Velocity of Autumn - Sun.Mar.4.2pm","Theater Performances","","","60","0","03/04/2018","INACTIVE","03/04/2018",
"9104","The Velocity of Autumn - Sat.Mar.3.7:30pm SOLD OUT!","Theater Performances","","","67","0","03/03/2018","INACTIVE","03/03/2018",
"9099","The Velocity of Autumn - Sat.Mar.3.2pm","Theater Performances","","","38","0","03/03/2018","INACTIVE","03/03/2018",
"9094","The Velocity of Autumn - Fri.Mar.2.7:30pm","Theater Performances","","","7","0","03/02/2018","INACTIVE","03/02/2018",
"9089","The Velocity of Autumn - Sun.Feb.25.2pm","Theater Performances","","","28","0","02/25/2018","INACTIVE","02/25/2018",
"10178","The Velocity of Autumn - Sat. Feb 24 - Reduced Price Preview. 2 pm","Theater Performances","","","25","0","02/24/2018","INACTIVE","02/24/2018",
"8999","The Velocity of Autumn - OPENING NIGHT - Sat. Feb 24.7:30pm","Theater Performances","","","33","0","02/24/2018","INACTIVE","02/24/2018",
"10173","Opening Night Dinner Feb 24. 6pm - The Velocity of Autumn","Dinners","","7018-11","22","0","02/24/2018","INACTIVE","02/24/2018",
"9244","The Velocity of Autumn - Fri. Feb 23 - Reduced Price Preview. 7:30pm","Theater Performances","","","15","0","02/23/2018","INACTIVE","02/23/2018",
"9409","Creative Movement: Session 1, Feb.8 - Mar.22,2018","Workshops - Children","","1018-34","1","0","02/22/2018","INACTIVE","02/22/2018",
"9359","Lyrical Dance for Ages 8-12, Feb.7 - Jun.13, 2018 - CANCELLED","Hip Hop ","","1018-33","0","0","02/21/2018","INACTIVE","02/21/2018",
"9434","Karate 3, Ages 9-15, Tuesdays  Feb.6 - June 19, 2018 - CANCELLED","Martial Arts Karate","","1118-14","0","0","02/20/2018","INACTIVE","02/20/2018",
"9179","Blues & Brews - February 17 at 7pm","Fundraising Events","","7018-05","20","0","02/17/2018","INACTIVE","02/17/2018",
"9189","A Bob Warren Cabaret - February 10 at 7pm","Music Performances","","6018-10","58","0","02/10/2018","INACTIVE","02/10/2018",
"8978","Friday Morning Art, Winter Session, Feb.9 - March 23, 2018 - CANCELLED","Visual Arts ","","1318-03","0","0","02/09/2018","INACTIVE","02/09/2018",
"9464","Acting Fundamentals, Ages 8-13, Winter Session, Feb.8 - Mar.22, 2018 - CANCELLED","Theater/Acting Classes ","","2018-13 A   &  B","2","0","02/08/2018","INACTIVE","02/08/2018",
"10166","Pre-Flurry Contra Dance Workshop Feb.3","Dance Workshops","","1018-47","7","0","02/03/2018","INACTIVE","02/03/2018",
"10168","Community Contra Dance February 3, 2018","Dance Workshops","","","1","0","02/03/2018","INACTIVE","02/03/2018",
"9084","The Tarnation of Russell Colvin - Sun.Jan.28  2pm","Theater Performances","","","61","0","01/28/2018","INACTIVE","01/28/2018",
"9079","The Tarnation of Russell Colvin - Sat.Jan.27.7:30pm","Theater Performances","","","37","0","01/27/2018","INACTIVE","01/27/2018",
"9074","The Tarnation of Russell Colvin - Sat.Jan.27.2pm","Theater Performances","","","34","0","01/27/2018","INACTIVE","01/27/2018",
"10116","Pre-Flurry Contra Dance Workshops Jan.27","Workshops - All Ages","","1018-47","6","0","01/27/2018","INACTIVE","01/27/2018",
"9069","The Tarnation of Russell Colvin - Fri.Jan.26.7:30pm","Theater Performances","","","38","0","01/26/2018","INACTIVE","01/26/2018",
"9364","Ballerina Princess, Ages 3-4,  (Spring 2018)","Ballet","Lindsay Shaner","1018-","3","0","01/25/2018","INACTIVE","01/25/2018",
"9064","The Tarnation of Russell Colvin - Sun.Jan.21.2pm","Theater Performances","","","21","0","01/21/2018","INACTIVE","01/21/2018",
"10036","Broadway: The Next Generation with the Youth Theater Program - Sun.January 21st-2pm","Theater Performances","","3018-07","39","0","01/21/2018","INACTIVE","01/21/2018",
"9054","The Tarnation of Russell Colvin - Sat.Jan.20.7:30pm","Theater Performances","","","28","0","01/20/2018","INACTIVE","01/20/2018",
"9059","The Tarnation of Russell Colvin - Sat.Jan.20.2pm","Theater Performances","","","21","0","01/20/2018","INACTIVE","01/20/2018",
"10031","Broadway: The Next Generation with the Youth Theater Program - Sat.January 20th-2pm","Theater Performances","","3018-07","33","0","01/20/2018","INACTIVE","01/20/2018",
"8994","The Tarnation of Russell Colvin - OPENING NIGHT - Fri. Jan. 19.7:30pm","Theater Performances","","","56","0","01/19/2018","INACTIVE","01/19/2018",
"10026","Opening Night Dinner Jan 19th 6pm - The Tarnation of Russell Colvin","Dinners","","7018-10","17","0","01/19/2018","INACTIVE","01/19/2018",
"8925","Yoga: Gentle Evening Yoga (Fall 2017)","Pilates/Yoga","","1418-04","24","0","01/09/2018","INACTIVE","01/09/2018",
"8972","Tuesday Art Jam (Ages 12+) (Fall 2017) **NEW**","Visual Arts ","","1318-01","2","0","01/09/2018","INACTIVE","01/09/2018",
"8961","Karate Fitness (Fall 2017) **NEW CLASS**","Martial Arts Karate","","1118-07","2","0","01/09/2018","INACTIVE","01/09/2018",
"8951","Karate 1 & 2, Ages 5-8 (Fall 2017)","Martial Arts Karate","","1118-05","3","0","01/09/2018","INACTIVE","01/09/2018",
"8950","Continuing Tai Ji (Fall 2017)","Martial Arts ","","1118-03","7","0","01/09/2018","INACTIVE","01/09/2018",
"10021","Winter Youth Theater Program 2018 - Broadway: The Next Generation!","Theater/Acting Classes ","","2018-12","12","0","01/08/2018","INACTIVE","01/08/2018",
"8849","Pre-Pointe/Beginning Pointe (Fall 2017)","Ballet","","1018-08","4","0","01/08/2018","INACTIVE","01/08/2018",
"9270","Essentrics (Apprentice Instructor) Monday PM","Pilates/Yoga","","1418-03","26","0","01/08/2018","INACTIVE","01/08/2018",
"8848","Advanced Beginning Ballet (Fall 2017)","Ballet","","1018-07","6","0","01/08/2018","INACTIVE","01/08/2018",
"10167","Test Session for Events","Bollywood & BollyX","","","1","0","01/07/2018","INACTIVE","05/20/2018",
"9265","BollyX: Bollywood Dance Fitness Session C (Fall 2017)","Bollywood & BollyX","","1018-26c","6","0","01/07/2018","INACTIVE","01/07/2018",
"9379","BollyX: Bollywood Dance Fitness Session 1, Jan.7 - Feb.11, 2018","Bollywood & BollyX","","1018-46a","10","0","01/07/2018","INACTIVE","01/07/2018",
"9479","Pre-Flurry Contra Dance Workshops Jan.6","Workshops - All Ages","","1018-47","7","0","01/06/2018","INACTIVE","01/06/2018",
"8930","Yoga: Supported Yoga (Fall 2017)","Pilates/Yoga","","1418-07","22","0","01/05/2018","INACTIVE","01/05/2018",
"8940","Yoga: Open Yoga, All Levels (Fall 2017)","Pilates/Yoga","","1418-06","11","0","01/05/2018","INACTIVE","01/05/2018",
"8909","Irish Step Dance 6 (Fall 2017)","Irish Step Dance","","1018-22","9","0","01/05/2018","INACTIVE","01/05/2018",
"8914","Intermediate Irish Dance (Fall 2017)","Irish Step Dance","","1018-23","8","0","01/05/2018","INACTIVE","01/05/2018",
"8919","Advanced Irish Dance (Fall 2017)","Irish Step Dance","","1018-24","10","0","01/05/2018","INACTIVE","01/05/2018",
"8904","Advanced Beginner Irish Step 3 (Fall 2017)","Irish Step Dance","","1018-21","8","0","01/05/2018","INACTIVE","01/05/2018",
"8899","Advanced Beginner Irish Step 2 (Fall 2017)","Irish Step Dance","","1018-20","10","0","01/05/2018","INACTIVE","01/05/2018",
"8945","Tai Ji & Qi Gong, Beginner (Fall 2017)","Martial Arts ","","1118-04","19","0","01/04/2018","INACTIVE","01/04/2018",
"8883","Pre-Ballet, Ages 3-4 (Fall 2017)","Ballet","","1018-16","16","0","01/04/2018","INACTIVE","01/04/2018",
"8888","Intro to Ballet, Ages 5-6 (Fall 2017)","Ballet","","1018-17","18","0","01/04/2018","INACTIVE","01/04/2018",
"9459","Hubbard Hall Youth Chorale (Spring 2018 - Postponed)","Chorale","","1218-05","0","0","01/04/2018","INACTIVE","01/04/2018",
"8898","Bollywood Dance for Continuing Students (Fall 2017)","Bollywood & BollyX","","1018-19","9","0","01/04/2018","INACTIVE","01/04/2018",
"8893","Beginning Ballet, Ages 7-9 (Fall 2017)","Ballet","","1018-18","12","0","01/04/2018","INACTIVE","01/04/2018",
"8878","Ballet & Tap, Ages 4-5 (Fall 2017)","Ballet","","1018-15","3","0","01/04/2018","INACTIVE","01/04/2018",
"8935","Yoga: Wednesday Alignment Centered Hatha Yoga (Fall 2017)","Pilates/Yoga","","1418-05","9","0","01/03/2018","INACTIVE","01/03/2018",
"8856","Lyrical Dance for Ages 8-12 (Fall 2017)","Hip Hop ","","1018-11","7","0","01/03/2018","INACTIVE","01/03/2018",
"8851","Hip Hop for Ages 8-12 (Fall 2017)","Hip Hop ","","1018-10","30","0","01/03/2018","INACTIVE","01/03/2018",
"8850","Beginner Irish Step Dance (Fall 2017)","Irish Step Dance","","1018-09","13","0","01/03/2018","INACTIVE","01/03/2018",
"8872","CANCELED - Creative Movement: Session 3 (Fall 2017)","Workshops - Children","","","0","0","12/14/2017","INACTIVE","12/14/2017",
"9229","The McKrells' Christmas Show 4pm","Music Performances","","6018-09","70","0","12/10/2017","INACTIVE","12/10/2017",
"9194","22nd Annual Holiday Breakfast (9am)","Fundraising Events","","7018-04","84","0","12/09/2017","INACTIVE","12/09/2017",
"9199","22nd Annual Holiday Breakfast (11am)","Fundraising Events","","7018-04","49","0","12/09/2017","INACTIVE","12/09/2017",
"8965","Hubbard Hall Youth Chorale (Fall 2017) **NEW DAY**","Chorale","","1218-01","9","0","12/07/2017","INACTIVE","12/07/2017",
"9319","Sticks & Circle for Living Resources","Workshops - All Ages","","1018-25c","15","0","12/06/2017","INACTIVE","12/06/2017",
"9049","The Mystery of Edwin Drood - Sun.Dec.3  2pm","Theater Performances","","","58","0","12/03/2017","INACTIVE","12/03/2017",
"8962","Women's Self Defense (Fall 2017)","Martial Arts Karate","","1118-08","0","0","12/02/2017","INACTIVE","12/02/2017",
"9044","The Mystery of Edwin Drood - Sat.Dec.2.7:30pm SOLD OUT!","Theater Performances","","","125","0","12/02/2017","INACTIVE","12/02/2017",
"9039","The Mystery of Edwin Drood - Sat.Dec.2.2pm","Theater Performances","","","77","0","12/02/2017","INACTIVE","12/02/2017",
"9034","The Mystery of Edwin Drood - Fri.Dec.1  7:30pm","Theater Performances","","","79","0","12/01/2017","INACTIVE","12/01/2017",
"9239","The Mystery of Edwin Drood - Fri. Dec. 1 at 10am","Theater Performances","","","107","0","12/01/2017","INACTIVE","12/01/2017",
"9299","Skulls & Shadows, Apples and Pears EXTENDED SESSION (Fall 2017)","Visual Arts ","","1318-02","7","0","12/01/2017","INACTIVE","12/01/2017",
"8867","Creative Movement: Session 2 (Fall 2017)","Workshops - Children","","","0","0","11/30/2017","INACTIVE","11/30/2017",
"9029","The Mystery of Edwin Drood - Sun.Nov.26.2pm","Theater Performances","","","104","0","11/26/2017","INACTIVE","11/26/2017",
"9250","Sticks & Circles: Festive Folk Dances for Fall Session 2 (Fall 2017)","Workshops - All Ages","","1018-25","1","0","11/26/2017","INACTIVE","11/26/2017",
"9260","BollyX: Bollywood Dance Fitness Session B (Fall 2017)","Bollywood & BollyX","","1018-26b","11","0","11/26/2017","INACTIVE","11/26/2017",
"9024","The Mystery of Edwin Drood - Sat.Nov.25.7:30pm - Cancelled","Theater Performances","","","9","0","11/25/2017","INACTIVE","11/25/2017",
"9019","The Mystery of Edwin Drood - Sat.Nov.25.2pm","Theater Performances","","","49","0","11/25/2017","INACTIVE","11/25/2017",
"9014","The Mystery of Edwin Drood - Fri.Nov.24   7:30pm","Theater Performances","","","129","0","11/24/2017","INACTIVE","11/24/2017",
"9234","The Mystery of Edwin Drood - Tues. Nov 21 at 10am","Theater Performances","","","121","0","11/21/2017","INACTIVE","11/21/2017",
"9285","The Mystery of Edwin Drood - Preview #2 -Sat. Nov. 18 2pm","Theater Performances","","","71","0","11/18/2017","INACTIVE","11/18/2017",
"8989","The Mystery of Edwin Drood - OPENING NIGHT -Sat. Nov. 18  7:30pm - SOLD OUT!","Theater Performances","","","126","0","11/18/2017","INACTIVE","11/18/2017",
"9294","Opening Night Dinner 5:30pm - The Mystery of Edwin Drood - SOLD OUT!","Dinners","","7018-09","45","0","11/18/2017","INACTIVE","11/18/2017",
"9290","The Mystery of Edwin Drood - Preview #1 - Fri. 17 7:30p","Theater Performances","","","69","0","11/17/2017","INACTIVE","11/17/2017",
"8920","GYROKINESIS® Refreshers (Fall 2017)","Pilates/Yoga","","1418-08","11","0","11/13/2017","INACTIVE","11/13/2017",
"9515","Art From Jerusalem Presentation","Special Events","","","0","0","11/10/2017","INACTIVE","11/10/2017",
"9314","Character Development & Monologues Session 2 (Fall 2017)","Theater/Acting Classes ","","1218-03","0","0","11/09/2017","INACTIVE","11/09/2017",
"9309","Acting Fundamentals, Ages 8-13 Session 2 (Fall 2017)*Cancelled*","Theater/Acting Classes ","","1218-02","0","0","11/09/2017","INACTIVE","11/09/2017",
"9224","The McKrells - 7pm","Music Performances","","6018-08","79","0","11/04/2017","INACTIVE","11/04/2017",
"9293","Pre-Show Conversation for The Mystery of Edwin Drood (11am on Sat Nov 4 in Hubbard Hall)","Workshops - All Ages","","","0","0","11/04/2017","INACTIVE","11/04/2017",
"9275","Essentrics (Apprentice Instructor) Saturday AM","Pilates/Yoga","","1418-03","1","0","11/04/2017","INACTIVE","11/04/2017",
"9169","Hubbard Hall-O-Ween Monster Mash Ball; 7pm","Fundraising Events","","7018-02","1","0","10/28/2017","INACTIVE","10/28/2017",
"8842","Whispering Bones Storytelling - Template - With Passes","Theater Performances","","","0","0","10/27/2017","INACTIVE","10/27/2017",
"8984","Whispering Bones - An Evening of Spooky Storytelling 2017; 7:30pm","Theater Performances","","7018-03","59","0","10/27/2017","INACTIVE","10/27/2017",
"9245","Sticks & Circles: Festive Folk Dances for Fall (Fall 2017) **NEW CLASS**","Workshops - All Ages","","1018-25","16","0","10/22/2017","INACTIVE","10/22/2017",
"9255","BollyX: Bollywood Dance Fitness Session A (Fall 2017)","Bollywood & BollyX","","1018-26a","9","0","10/22/2017","INACTIVE","10/22/2017",
"9164","Moonlit Melodies: CCS Drama Club & HH Youth Chorale Fall Cabaret - Sat.Oct.21 at 7pm","Music Performances","","6018-07","42","0","10/21/2017","INACTIVE","10/21/2017",
"9159","Moonlit Melodies: A CCS Drama Club & HH Youth Chorale Fall Cabaret - Fri.Oct.20 at 7pm","Music Performances","","6018-07","38","0","10/20/2017","INACTIVE","10/20/2017",
"8862","Creative Movement: Session 1 (Fall 2017)","Workshops - Children","","1018-13a","5","0","10/19/2017","INACTIVE","10/19/2017",
"8971","Character Development & Monologue Writing/Performance (Ages 14+) (Fall 2017)","Theater/Acting Classes ","","1218-03","3","0","10/19/2017","INACTIVE","10/19/2017",
"8966","Acting Fundamentals, Ages 8-13 (Fall 2017)","Theater/Acting Classes ","","1218-02","10","0","10/19/2017","INACTIVE","10/19/2017",
"9292","Moving Meditation (Fall 2017) ***NEW CLASS***","Pilates/Yoga","","1418-09","8","0","10/17/2017","INACTIVE","10/17/2017",
"8761","Music from Salem - Fall Concert - 4pm","Music from Salem Performances","","5018-05","18","0","10/15/2017","INACTIVE","10/15/2017",
"9304","Community Family Dance October 14","Fundraising Events","","7018-00","0","0","10/14/2017","INACTIVE","10/14/2017",
"8973","Skulls & Shadows, Apples and Pears Session 1 (Fall 2017)","Visual Arts ","","1318-02","9","0","10/13/2017","INACTIVE","10/13/2017",
"8956","CANCELLED - Karate 3, Ages 9-15 (Fall 2017)","Martial Arts Karate","","1118-06","0","0","10/03/2017","INACTIVE","10/03/2017",
"9219","The Roadside Blues Band","Music Performances","","6018-06","16","0","09/30/2017","INACTIVE","09/30/2017",
"8873","CANCELLED - Ballerina Princess, Ages 3-5 (Fall 2017)","Ballet","","1018-14","0","0","09/28/2017","INACTIVE","09/28/2017",
"8861","CANCELLED - Hip Hop & Jazz, Ages 13+ (Fall 2017)","Hip Hop ","","1018-12","2","0","09/27/2017","INACTIVE","09/27/2017",
"8964","CANCELLED - So You Want to Play the Mandolin? (Fall 2017)","Music Classes","","1218-04","0","0","09/25/2017","INACTIVE","09/25/2017",
"9214","Daniel Shulman Presents Stravinsky's Story of a Soldier (L'Histoire du Soldat)","Music Performances","","6018-05","70","0","09/23/2017","INACTIVE","09/23/2017",
"8733","Tai Ji & Qi Gong, Beginner (Summer 2017)","Martial Arts ","","1118-02","21","0","08/31/2017","INACTIVE","08/31/2017",
"8728","Yoga: Wednesday Alignment Centered Hatha Yoga (Summer 2017)","Pilates/Yoga","","1418-02","20","0","08/30/2017","INACTIVE","08/30/2017",
"8723","Continuing Tai Ji (Summer 2017)","Martial Arts ","","1118-01","6","0","08/29/2017","INACTIVE","08/29/2017",
"8708","Lyrical Dance Ages 8-12 (Summer 2017)","Hip Hop ","","1018-04","2","0","08/21/2017","INACTIVE","08/21/2017",
"8698","Creative Movement for Ages 2-3 (Summer 2017)","Workshops - Children","","1018-02","3","0","08/21/2017","INACTIVE","08/21/2017",
"8703","Ballerina Princess Ages 3-5 (Summer 2017)","Ballet","","1018-03","6","0","08/21/2017","INACTIVE","08/21/2017",
"8797","The Elixir of Love (Opera: L'elisir d'amore) Sun Aug 20 at 2pm - SOLD OUT!","Opera Performances","","4018-02","112","0","08/20/2017","INACTIVE","08/20/2017",
"8792","The Elixir of Love (Opera: L'elisir d'amore) Fri Aug 18 at 7pm","Opera Performances","","4018-02","113","0","08/18/2017","INACTIVE","08/18/2017",
"9280","Essentrics (Apprentice Instructor) Thursday PM","Pilates/Yoga","","1418-03","2","0","08/17/2017","INACTIVE","08/17/2017",
"8787","The Elixir of Love (Opera: L'elisir d'amore) Wed Aug 16 at 7pm","Opera Performances","","4018-02","107","0","08/16/2017","INACTIVE","08/16/2017",
"8782","The Elixir of Love (Opera: L'elisir d'amore) Sat Aug 12 at 7pm","Opera Performances","","4018-02","62","0","08/12/2017","INACTIVE","08/12/2017",
"8777","The Elixir of Love (Opera: L'elisir d'amore) Fri Aug 11 at 7pm","Opera Performances","","4018-02","90","0","08/11/2017","INACTIVE","08/11/2017",
